conference,year,title,authors,pages,dblp_row_id,match_score,title_score,year_score,author_overlap,match_status,candidate_rank,openalex_id,openalex_doi,openalex_title,openalex_publication_date,openalex_publication_year,openalex_cited_by_count,openalex_primary_source,openalex_type,openalex_authorships,error
AAAI,2000,Agent Capabilities: Extending BDI Theory.,Lin Padgham; Patrick Lambrix,68-73,DBLP_0000011,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1481998484,,Agent Capabilities: Extending BDI Theory,2000-07-30,2000.0,47.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5066217263"", ""display_name"": ""Lin Padgham"", ""orcid"": ""https://orcid.org/0000-0002-6974-3318""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Lin Padgham"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-6974-3318"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5078158687"", ""display_name"": ""Patrick Lambrix"", ""orcid"": ""https://orcid.org/0000-0002-9084-0470""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Patrick Lambrix"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-9084-0470"", ""affiliations"": []}]",
AAAI,2000,Iterative Combinatorial Auctions: Theory and Practice.,David C. Parkes; Lyle H. Ungar,74-81,DBLP_0000012,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1856263053,,Iterative Combinatorial Auctions: Theory and Practice,2000-07-30,2000.0,372.0,Digital Access to Scholarship at Harvard (DASH) (Harvard University),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5086173064"", ""display_name"": ""David C. Parkes"", ""orcid"": ""https://orcid.org/0000-0002-2701-3464""}, ""institutions"": [{""id"": ""https://openalex.org/I36788626"", ""display_name"": ""California University of Pennsylvania"", ""ror"": ""https://ror.org/01spssf70"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I36788626""]}, {""id"": ""https://openalex.org/I79576946"", ""display_name"": ""University of Pennsylvania"", ""ror"": ""https://ror.org/00b30xv10"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I79576946""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""David C. Parkes"", ""raw_affiliation_strings"": [""#N#               * University of Pennsylvania""], ""raw_orcid"": ""https://orcid.org/0000-0002-2701-3464"", ""affiliations"": [{""raw_affiliation_string"": ""#N#               * University of Pennsylvania"", ""institution_ids"": [""https://openalex.org/I36788626"", ""https://openalex.org/I79576946""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5044944954"", ""display_name"": ""Lyle Ungar"", ""orcid"": ""https://orcid.org/0000-0003-2047-1443""}, ""institutions"": [{""id"": ""https://openalex.org/I36788626"", ""display_name"": ""California University of Pennsylvania"", ""ror"": ""https://ror.org/01spssf70"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I36788626""]}, {""id"": ""https://openalex.org/I79576946"", ""display_name"": ""University of Pennsylvania"", ""ror"": ""https://ror.org/00b30xv10"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I79576946""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Lyle Ungar"", ""raw_affiliation_strings"": [""#N#               * University of Pennsylvania""], ""raw_orcid"": ""https://orcid.org/0000-0003-2047-1443"", ""affiliations"": [{""raw_affiliation_string"": ""#N#               * University of Pennsylvania"", ""institution_ids"": [""https://openalex.org/I36788626"", ""https://openalex.org/I79576946""]}]}]",
AAAI,2000,Preventing Strategic Manipulation in Iterative Auctions: Proxy Agents and Price-Adjustment.,David C. Parkes; Lyle H. Ungar,82-89,DBLP_0000013,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2157345142,,Preventing Strategic Manipulation in Iterative Auctions: Proxy Agents and Price-Adjustment,2000-07-30,2000.0,91.0,Digital Access to Scholarship at Harvard (DASH) (Harvard University),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5086173064"", ""display_name"": ""David C. Parkes"", ""orcid"": ""https://orcid.org/0000-0002-2701-3464""}, ""institutions"": [{""id"": ""https://openalex.org/I36788626"", ""display_name"": ""California University of Pennsylvania"", ""ror"": ""https://ror.org/01spssf70"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I36788626""]}, {""id"": ""https://openalex.org/I79576946"", ""display_name"": ""University of Pennsylvania"", ""ror"": ""https://ror.org/00b30xv10"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I79576946""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""David C. Parkes"", ""raw_affiliation_strings"": [""#N#               * University of Pennsylvania""], ""raw_orcid"": ""https://orcid.org/0000-0002-2701-3464"", ""affiliations"": [{""raw_affiliation_string"": ""#N#               * University of Pennsylvania"", ""institution_ids"": [""https://openalex.org/I36788626"", ""https://openalex.org/I79576946""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5044944954"", ""display_name"": ""Lyle Ungar"", ""orcid"": ""https://orcid.org/0000-0003-2047-1443""}, ""institutions"": [{""id"": ""https://openalex.org/I36788626"", ""display_name"": ""California University of Pennsylvania"", ""ror"": ""https://ror.org/01spssf70"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I36788626""]}, {""id"": ""https://openalex.org/I79576946"", ""display_name"": ""University of Pennsylvania"", ""ror"": ""https://ror.org/00b30xv10"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I79576946""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Lyle Ungar"", ""raw_affiliation_strings"": [""#N#               * University of Pennsylvania""], ""raw_orcid"": ""https://orcid.org/0000-0003-2047-1443"", ""affiliations"": [{""raw_affiliation_string"": ""#N#               * University of Pennsylvania"", ""institution_ids"": [""https://openalex.org/I36788626"", ""https://openalex.org/I79576946""]}]}]",
AAAI,2000,Improved Algorithms for Optimal Winner Determination in Combinatorial Auctions and Generalizations.,Tuomas Sandholm; Subhash Suri,90-97,DBLP_0000014,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1577424881,,Improved Algorithms for Optimal Winner Determination in Combinatorial Auctions and Generalizations,2000-07-30,2000.0,130.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5023571961"", ""display_name"": ""Tüomas Sandholm"", ""orcid"": ""https://orcid.org/0000-0001-8861-9366""}, ""institutions"": [{""id"": ""https://openalex.org/I204465549"", ""display_name"": ""Washington University in St. Louis"", ""ror"": ""https://ror.org/01yc7t268"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I204465549""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Tüomas Sandholm"", ""raw_affiliation_strings"": [""(, Washington University in St. Louis)""], ""raw_orcid"": ""https://orcid.org/0000-0001-8861-9366"", ""affiliations"": [{""raw_affiliation_string"": ""(, Washington University in St. Louis)"", ""institution_ids"": [""https://openalex.org/I204465549""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5072397842"", ""display_name"": ""Subhash Suri"", ""orcid"": ""https://orcid.org/0000-0002-5668-7521""}, ""institutions"": [{""id"": ""https://openalex.org/I204465549"", ""display_name"": ""Washington University in St. Louis"", ""ror"": ""https://ror.org/01yc7t268"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I204465549""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Subhash Suri"", ""raw_affiliation_strings"": [""(, Washington University in St. Louis)""], ""raw_orcid"": ""https://orcid.org/0000-0002-5668-7521"", ""affiliations"": [{""raw_affiliation_string"": ""(, Washington University in St. Louis)"", ""institution_ids"": [""https://openalex.org/I204465549""]}]}]",
AAAI,2000,Some Tractable Combinatorial Auctions.,Moshe Tennenholtz,98-103,DBLP_0000015,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2142982208,,Some Tractable Combinatorial Auctions,2000-07-30,2000.0,94.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5003520806"", ""display_name"": ""Moshe Tennenholtz"", ""orcid"": ""https://orcid.org/0000-0002-9459-5388""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": true, ""raw_author_name"": ""Moshe Tennenholtz"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-9459-5388"", ""affiliations"": []}]",
AAAI,2000,Collective Intelligence and Braess' Paradox.,Kagan Tumer; David H. Wolpert,104-109,DBLP_0000016,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2118899043,,Collective Intelligence and Braess' Paradox,2000-07-30,2000.0,97.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5084748531"", ""display_name"": ""Kagan Tumer"", ""orcid"": ""https://orcid.org/0009-0007-3809-7257""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Kagan Tumer"", ""raw_affiliation_strings"": [""NASA""], ""raw_orcid"": ""https://orcid.org/0009-0007-3809-7257"", ""affiliations"": [{""raw_affiliation_string"": ""NASA"", ""institution_ids"": []}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5073514351"", ""display_name"": ""David H. Wolpert"", ""orcid"": ""https://orcid.org/0000-0003-3105-2869""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""David H. Wolpert"", ""raw_affiliation_strings"": [""NASA""], ""raw_orcid"": ""https://orcid.org/0000-0003-3105-2869"", ""affiliations"": [{""raw_affiliation_string"": ""NASA"", ""institution_ids"": []}]}]",
AAAI,2000,Robust Combinatorial Auction Protocol against False-Name Bids.,Makoto Yokoo; Yuko Sakurai; Shigeo Matsubara,110-115,DBLP_0000017,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2578537671,,Robust Combinatorial Auction Protocol against False-name Bids,2000-07-03,2000.0,0.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5048575057"", ""display_name"": ""Makoto Yokoo"", ""orcid"": ""https://orcid.org/0000-0003-4929-396X""}, ""institutions"": [{""id"": ""https://openalex.org/I2251713219"", ""display_name"": ""NTT (Japan)"", ""ror"": ""https://ror.org/00berct97"", ""country_code"": ""JP"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I2251713219""]}], ""countries"": [""JP""], ""is_corresponding"": false, ""raw_author_name"": ""Makoto Yokoo"", ""raw_affiliation_strings"": [""NTT Communication Science Laboratories, Kyoto, Japan""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""NTT Communication Science Laboratories, Kyoto, Japan"", ""institution_ids"": [""https://openalex.org/I2251713219""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5037088437"", ""display_name"": ""Yuko Sakurai"", ""orcid"": ""https://orcid.org/0000-0002-0642-3878""}, ""institutions"": [{""id"": ""https://openalex.org/I2251713219"", ""display_name"": ""NTT (Japan)"", ""ror"": ""https://ror.org/00berct97"", ""country_code"": ""JP"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I2251713219""]}], ""countries"": [""JP""], ""is_corresponding"": false, ""raw_author_name"": ""Yuko Sakurai"", ""raw_affiliation_strings"": [""NTT Communication Science Laboratories, Kyoto, Japan""], ""raw_orcid"": ""https://orcid.org/0000-0002-0642-3878"", ""affiliations"": [{""raw_affiliation_string"": ""NTT Communication Science Laboratories, Kyoto, Japan"", ""institution_ids"": [""https://openalex.org/I2251713219""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5100831772"", ""display_name"": ""Shigeo Matsubara"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I2251713219"", ""display_name"": ""NTT (Japan)"", ""ror"": ""https://ror.org/00berct97"", ""country_code"": ""JP"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I2251713219""]}], ""countries"": [""JP""], ""is_corresponding"": false, ""raw_author_name"": ""Shigeo Matsubara"", ""raw_affiliation_strings"": [""NTT Communication Science Laboratories, Kyoto, Japan""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""NTT Communication Science Laboratories, Kyoto, Japan"", ""institution_ids"": [""https://openalex.org/I2251713219""]}]}]",
AAAI,2000,A Self-Organizing Neural Network for Contour Integration through Synchronized Firing.,Yoonsuck Choe; Risto Miikkulainen,123-128,DBLP_0000019,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2167451117,,A Self-Organizing Neural Network for Contour Integration through Synchronized Firing,2000-07-30,2000.0,5.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5011352362"", ""display_name"": ""Yoonsuck Choe"", ""orcid"": ""https://orcid.org/0000-0002-1454-4610""}, ""institutions"": [{""id"": ""https://openalex.org/I86519309"", ""display_name"": ""The University of Texas at Austin"", ""ror"": ""https://ror.org/00hj54h04"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I86519309""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Yoonsuck Choe"", ""raw_affiliation_strings"": [""University of Texas at Austin""], ""raw_orcid"": ""https://orcid.org/0000-0002-1454-4610"", ""affiliations"": [{""raw_affiliation_string"": ""University of Texas at Austin"", ""institution_ids"": [""https://openalex.org/I86519309""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5111727493"", ""display_name"": ""Risto Miikkulainen"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I86519309"", ""display_name"": ""The University of Texas at Austin"", ""ror"": ""https://ror.org/00hj54h04"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I86519309""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Risto Miikkulainen"", ""raw_affiliation_strings"": [""University of Texas at Austin""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""University of Texas at Austin"", ""institution_ids"": [""https://openalex.org/I86519309""]}]}]",
AAAI,2000,Anchoring Symbols to Sensor Data: Preliminary Report.,Silvia Coradeschi; Alessandro Saffiotti,129-135,DBLP_0000020,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2170057561,,Anchoring Symbols to Sensor Data: Preliminary Report,2000-07-30,2000.0,109.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5070533154"", ""display_name"": ""Silvia Coradeschi"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I26437253"", ""display_name"": ""Örebro University"", ""ror"": ""https://ror.org/05kytsw45"", ""country_code"": ""SE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I26437253""]}], ""countries"": [""SE""], ""is_corresponding"": false, ""raw_author_name"": ""Silvia Coradeschi"", ""raw_affiliation_strings"": [""Örebro University#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Örebro University#TAB#"", ""institution_ids"": [""https://openalex.org/I26437253""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5031491416"", ""display_name"": ""Alessandro Saffiotti"", ""orcid"": ""https://orcid.org/0000-0001-8229-1363""}, ""institutions"": [{""id"": ""https://openalex.org/I26437253"", ""display_name"": ""Örebro University"", ""ror"": ""https://ror.org/05kytsw45"", ""country_code"": ""SE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I26437253""]}], ""countries"": [""SE""], ""is_corresponding"": false, ""raw_author_name"": ""Alessandro Saffiotti"", ""raw_affiliation_strings"": [""Örebro University#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0001-8229-1363"", ""affiliations"": [{""raw_affiliation_string"": ""Örebro University#TAB#"", ""institution_ids"": [""https://openalex.org/I26437253""]}]}]",
AAAI,2000,Reading a Robot's Mind: A Model of Utterance Understanding Based on the Theory of Mind Mechanism.,Tetsuo Ono; Michita Imai,142-148,DBLP_0000022,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1779234316,https://doi.org/10.1163/156855300741609,Reading a robot's mind: a model of utterance understanding based on the theory of mind mechanism,2000-01-01,2000.0,25.0,Advanced Robotics,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5049920990"", ""display_name"": ""Tetsuo Ono"", ""orcid"": ""https://orcid.org/0000-0001-7881-7318""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Tetsuo Ono"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5070329642"", ""display_name"": ""Michita Imai"", ""orcid"": ""https://orcid.org/0000-0002-2825-1560""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Michita Imai"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": null, ""display_name"": ""Ryohei Nakatsu"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Ryohei Nakatsu"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,Visual Event Classification via Force Dynamics.,Jeffrey Mark Siskind,149-155,DBLP_0000023,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2119171928,,Visual Event Classification via Force Dynamics,2000-07-30,2000.0,41.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5079140683"", ""display_name"": ""Jeffrey Mark Siskind"", ""orcid"": ""https://orcid.org/0000-0002-0105-6503""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": true, ""raw_author_name"": ""Jeffrey Mark Siskind"", ""raw_affiliation_strings"": [""NEC""], ""raw_orcid"": ""https://orcid.org/0000-0002-0105-6503"", ""affiliations"": [{""raw_affiliation_string"": ""NEC"", ""institution_ids"": []}]}]",
AAAI,2000,Counting Models Using Connected Components.,Roberto J. Bayardo Jr.; Joseph Daniel Pehoushek,157-162,DBLP_0000024,0.96,1.0,1.0,0.5,matched,1.0,https://openalex.org/W1686746446,,Counting Models Using Connected Components,2000-07-30,2000.0,174.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5054819515"", ""display_name"": ""Roberto J. Bayardo"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I63966007"", ""display_name"": ""Massachusetts Institute of Technology"", ""ror"": ""https://ror.org/042nb2s44"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I63966007""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Roberto J. Bayardo"", ""raw_affiliation_strings"": [""Massachusetts Institute of Technology""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Massachusetts Institute of Technology"", ""institution_ids"": [""https://openalex.org/I63966007""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5038066197"", ""display_name"": ""Joseph Daniel Pehoushek"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Joseph Daniel Pehoushek"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,DATALOG with Constraints - An Answer-Set Programming System.,Deborah East; Miroslaw Truszczynski,163-168,DBLP_0000025,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2161391467,https://doi.org/10.48550/arxiv.cs/0003077,DATALOG with constraints - an answer-set programming system,2000-03-24,2000.0,12.0,arXiv (Cornell University),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5012637765"", ""display_name"": ""Deborah East"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""East, Deborah"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5079794036"", ""display_name"": ""Mirosław Truszczyński"", ""orcid"": ""https://orcid.org/0000-0001-7277-1232""}, ""institutions"": [{""id"": ""https://openalex.org/I143302722"", ""display_name"": ""University of Kentucky"", ""ror"": ""https://ror.org/02k3smh20"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I143302722""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Truszczynski, Miroslaw"", ""raw_affiliation_strings"": [""Univ. of Kentucky""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Univ. of Kentucky"", ""institution_ids"": [""https://openalex.org/I143302722""]}]}]",
AAAI,2000,Local Search with Constraint Propagation and Conflict-Based Heuristics.,Narendra Jussien; Olivier Lhomme,169-174,DBLP_0000026,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2099229656,,Local Search With Constraint Propagation and Conflict-Based Heuristics,2000-01-01,2000.0,8.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5015355338"", ""display_name"": ""Narendra Jussien"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Narendra Jussien"", ""raw_affiliation_strings"": [""École des Mines de Nantes, BP 20722, Nantes Cedex 3, France""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""École des Mines de Nantes, BP 20722, Nantes Cedex 3, France"", ""institution_ids"": []}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5057414488"", ""display_name"": ""Olivier Lhomme"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Olivier Lhomme"", ""raw_affiliation_strings"": [""ILOG SA [Gentilly]""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""ILOG SA [Gentilly]"", ""institution_ids"": []}]}]",
AAAI,2000,A Game-Theoretic Approach to Constraint Satisfaction.,Phokion G. Kolaitis; Moshe Y. Vardi,175-181,DBLP_0000027,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W153181359,,A Game-Theoretic Approach to Constraint Satisfaction,2000-07-30,2000.0,76.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5041825861"", ""display_name"": ""Phokion G. Kolaitis"", ""orcid"": ""https://orcid.org/0000-0002-8407-8563""}, ""institutions"": [{""id"": ""https://openalex.org/I185103710"", ""display_name"": ""University of California, Santa Cruz"", ""ror"": ""https://ror.org/03s65by71"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I185103710""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Phokion G. Kolaitis"", ""raw_affiliation_strings"": [""University of California/Santa Cruz""], ""raw_orcid"": ""https://orcid.org/0000-0002-8407-8563"", ""affiliations"": [{""raw_affiliation_string"": ""University of California/Santa Cruz"", ""institution_ids"": [""https://openalex.org/I185103710""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5000059818"", ""display_name"": ""Moshe Y. Vardi"", ""orcid"": ""https://orcid.org/0000-0002-0661-5773""}, ""institutions"": [{""id"": ""https://openalex.org/I74775410"", ""display_name"": ""Rice University"", ""ror"": ""https://ror.org/008zs3103"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I74775410""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Moshe Y. Vardi"", ""raw_affiliation_strings"": [""**Rice University;""], ""raw_orcid"": ""https://orcid.org/0000-0002-0661-5773"", ""affiliations"": [{""raw_affiliation_string"": ""**Rice University;"", ""institution_ids"": [""https://openalex.org/I74775410""]}]}]",
AAAI,2000,Using Auxiliary Variables and Implied Constraints to Model Non-Binary Problems.,Barbara M. Smith; Kostas Stergiou; Toby Walsh,182-187,DBLP_0000028,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1521081248,,Using Auxiliary Variables and Implied Constraints to Model Non-Binary Problems,2000-07-30,2000.0,46.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5070515601"", ""display_name"": ""Barbara M. Smith"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I130828816"", ""display_name"": ""University of Leeds"", ""ror"": ""https://ror.org/024mrxd33"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I130828816""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Barbara M. Smith"", ""raw_affiliation_strings"": [""(University of Leeds""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""(University of Leeds"", ""institution_ids"": [""https://openalex.org/I130828816""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5019222560"", ""display_name"": ""Kostas Stergiou"", ""orcid"": ""https://orcid.org/0000-0002-5702-9096""}, ""institutions"": [{""id"": ""https://openalex.org/I181647926"", ""display_name"": ""University of Strathclyde"", ""ror"": ""https://ror.org/00n3w3b69"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I181647926""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Kostas Stergiou"", ""raw_affiliation_strings"": [""University of Strathclyde""], ""raw_orcid"": ""https://orcid.org/0000-0002-5702-9096"", ""affiliations"": [{""raw_affiliation_string"": ""University of Strathclyde"", ""institution_ids"": [""https://openalex.org/I181647926""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5072902302"", ""display_name"": ""Toby Walsh"", ""orcid"": ""https://orcid.org/0000-0003-2998-8668""}, ""institutions"": [{""id"": ""https://openalex.org/I52099693"", ""display_name"": ""University of York"", ""ror"": ""https://ror.org/04m01e293"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I52099693""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Toby Walsh"", ""raw_affiliation_strings"": [""University of York""], ""raw_orcid"": ""https://orcid.org/0000-0003-2998-8668"", ""affiliations"": [{""raw_affiliation_string"": ""University of York"", ""institution_ids"": [""https://openalex.org/I52099693""]}]}]",
